heart_count,quote
102,"To predict the behavior of ordinary people in advance, you only have to assume that they will always try to escape a disagreeable situation with the smallest possible expenditure of intelligence."
294,"It is not a lack of love, but a lack of friendship that makes unhappy marriages."
168,Invisible threads are the strongest ties.
122,"If you know the why, you can live any how."
88,"The craving for equality can express itself either as a desire to pull everyone down to our own level (by belittling them, excluding them, tripping them up) or as a desire to raise ourselves up along with everyone else (by acknowledging them, helping them, and rejoicing in their success)."
297,"I am a forest, and a night of dark trees: but he who is not afraid of my darkness, will find banks full of roses under my cypresses."
113,There are no beautiful surfaces without a terrible depth.
109,"They muddy the water, to make it seem deep."
133,The surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently.
94,Nothing on earth consumes a man more quickly than the passion of resentment.
111,That which does not kill us makes us stronger.
113,"And once you are awake, you shall remain awake eternally."
44,"Who is better, they who promote truth over happiness, or happiness over truth?"
151,Do not allow yourselves to be deceived: Great Minds are Skeptical.
120,The purpose of criminal law is to punish the enemies of those in power.
125,"The 'kingdom of God' is not something one waits for; it has no yesterday or tomorrow, it does not come 'in a thousand years' it is an experience within a heart; it is everywhere, it is nowhere."
59,"There are horrible people who, instead of solving a problem, tangle it up and make it harder to solve for anyone who wants to deal with it. Whoever does not know how to hit the nail on the head should be asked not to hit it at all."
77,"One must learn to love oneself with a wholesome and healthy love, so that one can bear to be with oneself and need not roam."
75,"For what purpose humanity is there should not even concern us: why you are here, that you should ask yourself: and if you have no ready answer, then set for yourself goals, high and noble goals, and perish in pursuit of them!"
130,He who has a why to live can bear almost any how.
203,I and me are always too deeply in conversation.
82,"Thoughts are the shadows of our feelings - always darker, emptier and simpler."
78,"And if your friend does evil to you, say to him, ''I forgive you for what you did to me, but how can I forgive you for what you did to yourself?"
254,When a woman has scholarly inclinations there is usually something wrong with her sexuality.
239,We have art so that we shall not die of reality.
284,"The most spiritual men, as the strongest, find their happiness where others would find their destruction: in the labyrinth, in hardness against themselves and others, in experiments. Their joy is self-conquest: asceticism becomes in them nature, need, and instinct. Difficult tasks are a privilege to them; to play with burdens that crush others, a recreation. Knowledge-a form of asceticism. They are the most venerable kind of man: that does not preclude their being the most cheerful and the kindliest."
53,What is wrong with Christianity is that it refrains from doing all those things that Christ commanded should be done.
67,The best weapon against an enemy is another enemy.
98,What is the task of higher education? To make a man into a machine. What are the means employed? He is taught how to suffer being bored.
212,"Loneliness is one thing, solitude another."
128,All truly great thoughts are conceived by walking.
149,You know a moment is important when it is making your mind go numb with beauty.
28,"We are so fond of being out among nature, because it has no opinions about us."
89,"When we are tired, we are attacked by ideas we conquered long ago."
14,"For this remains as I have already pointed out the essential difference between the two religions of decadence : Buddhism promises nothing, but actually fulfils; Christianity promises everything, but fulfils nothing."
87,It is my ambition to say in ten sentences what others say in a whole book.
26,"One must be a sea, to receive a polluted stream without becoming impure."
22,All things that are truly great are at first thought impossible.
41,The secret of reaping the greatest fruitfulness and the greatest enjoyment from life is to live dangerously.
142,People who live in an age of corruption are witty and slanderous; they know that there are other kinds of murder than by dagger or assault; they also know that whatever is well said is believed.
32,"Today as always, men fall into two groups: slaves and free men. Whoever does not have two-thirds of his day for himself, is a slave, whatever he may be: a statesman, a businessman, an official, or a scholar."
114,Life is the will to power; our natural desire to dominate and reshape the world to fit our own preferences and assert our personal strength to the fullest degree.
66,"He who obeys, does not listen to himself!"
17,The most perfidious way of harming a cause consists of defending it deliberately with faulty arguments.
19,The growth of wisdom may be gauged exactly by the diminution of ill-temper.
49,Become who you are!
111,"To learn to see- to accustom the eye to calmness, to patience, and to allow things to come up to it; to defer judgment, and to acquire the habit of approaching and grasping an individual case from all sides. This is the first preparatory schooling of intellectuality. One must not respond immediately to a stimulus; one must acquire a command of the obstructing and isolating instincts."
22,"By losing your goal, You have lost your way."
61,The demand to be loved is the greatest of all arrogant presumptions.
124,"In heaven, all the interesting people are missing."
99,"In revenge and in love, woman is more barbarous than man."
131,"I have found strength where one does not look for it: in simple, mild, and pleasant people, without the least desire to rule -- and, conversely, the desire to rule has often appeared to me a sign of inward weakness: they fear their own slave soul and shroud it in a royal cloak (in the end, they still become the slaves of their followers, their fame, etc.)"
8,"He has drawn back, only in order to have enough room for his leap"
29,"Amor Fati – “Love Your Fate”, which is in fact your life."
187,I am alone again and I want to be so; alone with the pure sky and open sea.
19,"Mankind must work continually to produce individual great human beings - this and nothing else is the task... for the question is this : How can your life, the individual life, retain the highest value, the deepest significance? Only by living for the good of the rarest and most valuable specimens."
159,There is always some madness in love. But there is also always some reason in madness.
78,"But the worst enemy you can meet will always be yourself; you lie in wait for yourself in caverns and forests. Lonely one, you are going the way to yourself! And your way goes past yourself, and past your seven devils! You will be a heretic to yourself and witch and soothsayer and fool and doubter and unholy one and villain. You must be ready to burn yourself in your own flame: how could you become new, if you had not first become ashes?"
114,We often refuse to accept an idea merely because the tone of voice in which it has been expressed is unsympathetic to us.
27,"No journey is too great,
 when one finds what one seeks."
39,"The visionary lies to himself, the liar only to others."
70,"I overcame myself, the sufferer; I carried my own ashes to the mountains; I invented a brighter flame for myself."
81,Hope in reality is the worst of all evils because it prolongs the torments of man.
80,In every real man a child is hidden that wants to play.
65,"When you look into an abyss, the abyss also looks into you."
30,Every profound spirit needs a mask.
9,In the end one only experiences oneself.
114,"Do not talk about giftedness, inborn talents! One can assume great men of all kinds who were very little gifted. They acquired greatness, became “geniuses” (as we put it), through qualities the lack of which no one who knew what they were would boast of: they all possessed that seriousness of the efficient workman which first learns to construct the parts properly before it ventures to fashion a great whole; they allowed themselves time for it, because they took more pleasure in making the little, secondary things well than in the effect of a dazzling whole."
74,"What destroys a man more quickly than to work, think and feel without inner necessity, without any deep personal desire, without pleasure - as a mere automaton of duty?"
120,"All I need is a sheet of paper and something to write with, and then I can turn the world upside down."
79,"But it is the same with man as with the tree. The more he seeketh to rise into the height and light, the more vigorously do his roots struggle earthward, downward, into the dark and deep — into the evil."
4,The greatest giver of alms is cowardice.
10,"Danger alone acquaints us with our own resources, our virtues, our armor and weapons, our spirit, and forces us to be strong."
26,"People are always angry at anyone who chooses very individual standards for his life; because of the extraordinary treatment which that man grants to himself, they feel degraded, like ordinary beings."
41,There is an old illusion. It is called good and evil.
23,"If you want me to believe in your redeemer, you are going to have to look a lot more redeemed."
52,"In the mountains of truth, you never climb in vain."
134,The deeper minds of all ages have had pity for animals.
74,Faith: not wanting to know what is true.
21,Convictions are more dangerous foes of truth than lies.
7,"Everyone needs a sense of shame, but no one needs to feel ashamed."
33,"Shared joys make a friend, not shared sufferings."
68,"...lust is only a sweet poison for the weakling, but for those who will with a lion's heart it is the reverently reserved wine of wines."
77,"Ultimately, it is the desire, not the desired, that we love."
52,"Every man has his price. This is not true. But for every man there exists a bait which he cannot resist swallowing. To win over certain people to something, it is only necessary to give it a gloss of love of humanity, nobility, gentleness, self-sacrifice - and there is nothing you cannot get them to swallow. To their souls, these are the icing, the tidbit; other kinds of souls have others."
105,We labour at our daily work more ardently and thoughtlessly than is necessary to sustain our life because it is even more necessary not to have leisure to stop and think. Haste is universal because everyone is in flight from himself.
90,"What, if some day or night a demon were to steal after you into your loneliest loneliness and say to you: 'This life as you now live it and have lived it, you will have to live once more and innumerable times more' ... Would you not throw yourself down and gnash your teeth and curse the demon who spoke thus? Or have you once experienced a tremendous moment when you would have answered him: 'You are a god and never have I heard anything more divine."
27,Your soul will be dead even before your body: fear nothing further.
25,"Many are stubborn in pursuit of the path they have chosen, few in pursuit of the goal."
15,Only idiots fail to contradict themselves three times a day.
55,It is nobler to declare oneself wrong than to insist on being right --especially when one is right.
22,The higher man is distinguished from the lower by his fearlessness and his readiness to challenge misfortune.
16,"What we do is never understood, but always merely praised or blamed."
84,"A woman may very well form a friendship with a man, but for this to endure, it must be assisted by a little physical antipathy."
13,"When self control is lacking in small things, the ability to apply it to matters of importance withers away. Every day in which one does not at least deny himself some trifle is badly spent and a threat to the day following."
57,"In truth,there was only one christian and he died on the cross."
44,Death is close enough at hand so we do not need to be afraid of life.
21,"Sit as little as possible. Give no credence to any thought that 
 was not born outdoors while moving about freely."
81,There is not enough love and goodness in the world to permit giving any of it away to imaginary beings.
108,"Mediocrity is the most effective mask a superior spirit can wear, because to the great majority, which is to say, to the mediocre,it will not suggest a disguise:--and yet it is precisely for their sake that he puts it on--so as not to arouse them, and, indeed, not infrequently to avoid this out of pity and benevolence."
26,"Most thinkers write badly, because they communicate not only their thoughts, but also the thinking of them."
49,Those who cannot understand how to put their thoughts on ice should not enter into the heat of debate.
66,Is life not a thousand times too short for us to bore ourselves?
60,"Everything goes, everything comes back; eternally rolls the wheel of being. Everything dies, everything blossoms again; eternally runs the year of being. Everything breaks, everything is joined anew; eternally the same House of Being is built. Everything parts, everything greets every other thing again; eternally the ring of being remains faithful to itself. In every Now, being begins; round every Here rolls the sphere There. The center is everywhere. Bent is the path of eternity."
38,For a tree to become tall it must grow tough roots among the rocks.
75,The 'kingdom of Heaven' is a condition of the heart - not something that comes 'upon the earth' or 'after death.'
23,"The most intelligent men, like the strongest, find their happiness where others would find only disaster: in the labyrinth, in being hard with themselves and with others, in effort; their delight is self-mastery; in them asceticism becomes second nature, a necessity, as instinct."
36,"There is one thing one has to have either a soul that is cheerful by nature, or a soul made cheerful by work, love, art, and knowledge."
64,"To one who is accustomed to thinking a lot, every new thought that he hears or reads about immediately appears as a link in a chain."
49,What makes us heroic?--Confronting simultaneously our supreme suffering and our supreme hope.
86,Fear is the mother of morality.
57,"I hate who steals my solitude, without really offer me in exchange company."
33,"The man loves danger and sport. That is why he loves woman, the most dangerous of all sports."
20,"Let us not underestimate the privileges of the mediocre. As one climbs higher, life becomes ever harder, the coldness increases, responsibility increases."
37,The man of knowledge must be able not only to love his enemies but also to hate his friends.
66,"Convictions are more dangerous enemies of truth than lies.Courageous, untroubled, mocking and violent-that is what Wisdom wants us to be. Wisdom is a woman, and loves only a warrior."
45,The man who does not wish to be one of the mass only needs to cease to be easy on himself.
5,"For as long as they praise you, never forget that it is not yet your own path that you walk, but another person's."
42,A moral system valid for all is basically immoral.
10,What is evil?-Whatever springs from weakness.
6,The surest sign that two people no longer speak the same language is that both say ironic things to one another but that neither senses the irony.
86,"My formula for greatness in a human being is amor fati: that one wants nothing to be different, not forward, not backward, not in all eternity. Not merely bear what is necessary, still less conceal it—all idealism is mendaciousness in the face of what is necessary—but love it"
9,"But he who is hated by the people, as the wolf by the dogs - is the free spirit, the enemy of fetters, the non-adorer, the dweller in the woods."
31,"Without music, life would be a mistake."
48,He who does not desire much more from things than knowledge of them easily makes peace with his soul.
35,"A thought, even a possibility, can shatter and transform us."
68,After coming into contact with a religious man I always feel I must wash my hands.
42,A very popular error: having the courage of one's convictions; rather it is a matter of having the courage for an attack on one's convictions.
18,"Marriage was contrived for ordinary people, for people who are capable of neither great love nor great friendship, which is to say, for most people--but also for those exceptionally rare ones who are capable of love as well as of friendship."
94,No artist tolerates reality.
18,Morality is the herd-instinct in the individual.
65,A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.
8,"I am opposed to socialism because it dreams ingenuously of good, truth, beauty, and equal rights."
28,"Socialism is the phantastic younger brother of despotism, which it wants to inherit. Socialism wants to have the fullness of state force which before only existed in despotism. ... However, it goes further than anything in the past because it aims at the formal destruction of the individual ... who ... can be used to improve communities by an expedient organ of government."
24,I love the great despisers because they are the great adorers.
15,"Morality is neither rational nor absolute nor natural. World has known many moral systems, each of which advances claims universality; all moral systems are therefore particular, serving a specific purpose for their propagators or creators, and enforcing a certain regime that disciplines human beings for social life by narrowing our perspectives and limiting our horizons."
11,No one is such a liar as the indignant man.
42,"The strong individual loves the earth so much he lusts for recurrence. He can smile in the face of the most terrible thought: meaningless, aimless existence recurring eternally. The second characteristic of such a man is that he has the strength to recognize - and to live with the recognition - that the world is valueless in itself and that all values are human ones. He creates himself by fashioning his own values; he has the pride to live by the values he wills."
31,"Freedom is the will to be responsible for ourselves. It is to preserve the distance which separates us from other men. To grow more indifferent to hardship, to severity, to privation, and even to life itself."
61,Creating-that is the great salvation from suffering.
14,"THE TEACHER AS A NECESSARY EVIL. Let us have as few people as possible between the productive minds and the hungry and recipient minds! The middlemen almost unconsciously adulterate the food which they supply. It is because of teachers that so little is learned, and that so badly."
18,"The value of a thing sometimes lies not in what one attains with it, but in what one pays for it - what it costs us"
6,Sometimes all you need to do to win clever people over to a principle is to present it in the form of a shocking paradox.
39,Success has always been a great liar.
44,Belief in truth begins with doubting all that has hitherto been believed to be true.
28,Cynicism is the only form in which base souls approach honesty.
9,"To the mediocre, mediocrity is a form of happiness."
61,the voice of beauty speaks softly; it creeps only into the most fully awakened souls
3,Sleep is no mean art.
82,"What was silent in the father speaks in the son, and often I found in the son the unveiled secret of the father."
47,"Deception, flattering, lying, deluding, talking behind the back, putting up a false front, living in borrowed splendor, wearing a mask, hiding behind convention, playing a role for others and for oneself -- in short, a continuous fluttering around the solitary flame of vanity -- is so much the rule and the law among men that there is almost nothing which is less comprehensible than how an honest and pure drive for truth could have arisen among them."
26,"You must climb above yourself-up and beyond, until you have even your stars under you."
23,The greatest cure for love is still that time honoured medicine - love returned.
41,"It is not when truth is dirty, but when it is shallow, that the lover of knowledge is reluctant to step into its waters."
106,"I go in solitude, so as not to drink out of everybody's cistern. When I am among the many I live as the many do, and I do not think I really think; after a time it always seems as if they want to banish myself from myself and rob me of my soul."
7,"Original minds are not distinguished by being the first to see a new thing, but instead by seeing the old, familiar thing that is over-looked as something new."
15,Most people are too stupid to act in their own interest
37,Madness is not a consequence of uncertainty but of certainty.
16,The lonely one offers his hand too quickly to whomever he encounters.
34,"""Belief in the truth commences with the doubting of all those ""truths"" we once believed."""
16,Beware of spitting against the wind!
14,What is the seal of liberation? Not to be ashamed in front of oneself.
45,"But thus I counsel you, my friends: Mistrust all in whom the impulse to punish is powerful. They are people of a low sort and stock; the hangmen and the bloodhound look out of their faces. Mistrust all who talk much of their justice! Verily, their souls lack more than honey. And when they call themselves the good and the just, do not forget that they would be pharisees, if only they had-power."
9,"Not he is great who can alter matter, but he who can alter my state of mind."
31,"Examine the life of the best and most productive men and nations, and ask yourselves whether a tree which is to grow proudly skywards can dispense with bad weather and storms. Whether misfortune and opposition, or every kind of hatred, jealousy, stubbornness, distrust, severity, greed, and violence do not belong to the favourable conditions without which a great growth even of virtue is hardly possible?"
3,"The perfect woman perpetrates literature as she perpetrates a small sin: as an experiment, in passing, glancing around to see whether anybody notices--and to make sure that somebody notices."
11,"Every achievement, every step forward in knowledge, is the consequence of courage, of toughness towards oneself, of sincerity to oneself"
12,"Our salvation lies not in knowing, but in creating!"
28,The poison by which the weaker nature is destroyed is strengthening to the strong individual and he does not call it poison.
48,"The best friend will probably acquire the best wife, because a good marriage is founded on the talent for friendship."
7,"No one can construct for you the bridge upon which precisely you must cross the stream of life, no one but you yourself alone."
41,"The sick are the greatest danger for the healthy; it is not from the strongest that harm comes to the strong, but from the weakest."
17,"Everyone who has ever built anywhere a ""new heaven"" first found the power thereto in his own hell."
34,"When a hundred men stand together, each of them loses his mind and gets another one."
28,What convinces is not necessarily true-it is merely convincing: a note for asses.
25,"I climb upon the highest mountains, laughing at all tragedies - whether real or imaginary."
13,"Remorse.-- Never yield to remorse, but at once tell yourself: remorse would simply mean adding to the first act of stupidity a second."
6,"Anything which is a living and not a dying body... will have to be an incarnate will to power, it will strive to grow, spread, seize, become predominant - not from any morality or immorality but because it is living and because life simply is will to power... 'Exploitation'... belongs to the essence of what lives, as a basic organic function; it is a consequence of the will to power, which is after all the will to life."
9,One must renounce the bad taste of wishing to agree with many people.
26,"The more you let yourself go, the less others let you go."
13,Art is the highest task and the proper metaphysical activity of this life.
13,"My formula for greatness in a human being is amor fati: that one wants nothing to be other than it is, not in the future, not in the past, not in all eternity."
14,"To live alone one must be a beast or a god, says Aristotle. Leaving out the third case: one must be both - a philosopher."
35,"There will be but few people who, when at a loss for topics of conversation, will not reveal the more secret affairs of their friends."
7,"The secret of realizing the greatest fruitfulness and the greatest enjoyment of existence is: to live dangerously! Build your cities on the slopes of Vesuvius! Send your ships out into uncharted seas! Live in conflict with your equals and with yourselves! Be robbers and ravagers as soon as you ca not be rulers and owners, you men of knowledge! The time will soon past when you could be content to live concealed int he woods like timid deer!"
50,"If one seeks relief from unbearable pressure, one is to eat hashish."
27,"Ah, women. They make the highs higher and the lows more frequent."
32,"We do not hate as long as we still attach a lesser value, but only when we attach an equal or a greater value."
5,We seldom break our leg so long as life continues a toilsome upward climb. The danger comes when we begin to take things easily and choose the convenient paths.
6,"In the dark, time feels different than when it is light."
8,"Only great pain is, as the teacher of great suspicion, the ultimate liberator of the spirit...I doubt whether such pain improves us-but I do know it deepens us."
27,At the beginning of a marriage ask yourself whether this woman will be interesting to talk to from now until old age. Everything else in marriage is transitory: most of the time is spent in conversation.
10,"Whatever harm the evil may do, the harm done by the good is the most harmful harm."
21,The individual has always to struggle to keep from being overwhelmed by the tribe.
58,We hear only those questions for which we are in a position to find answers.
10,The value of life itself cannot be estimated.
36,Perhaps I know best why it is man alone who laughs; he alone suffers so deeply that he had to invent laughter.
16,My idea of paradise is a straight line to goal
13,Why does man not see things? He is himself standing in the way: he conceals things.
21,The future influences the present just as much as the past.
5,Every step forward is made at the cost of mental and physical pain to someone.
5,It is only when we have ceased to be the followers of our followers that we comprehend how meaningless followers are.
6,One who is always deeply involved in what he is doing is above all embarrassment.
86,Extreme positions are not succeeded by moderate ones but by extreme positions of the opposite kind.
48,"I know my fate. One day my name will be associated with the memory of something tremendous — a crisis without equal on earth, the most profound collision of conscience, a decision that was conjured up against everything that had been believed, demanded, hallowed so far. I am no man, I am dynamite."
4,"One lives for the day, one lives very fast, one lives very irresponsibly: precisely this is called ""freedom."""
13,"Profundity of thought belongs to youth, clarity of thought to old age."
5,"When we have to change our mind about a person, we hold the inconvenience he causes us very much against him."
6,"There is a great ladder of religious cruelty, and, of its many rungs, three are the most important. People used to make human sacrifices to their god, perhaps even sacrificing those they loved the best ... Then, during the moral epoch of humanity, people sacrificed the strongest instincts they had, their 'nature,' to their god... Finally: what was left to be sacrificed? ... Didn't people have to sacrifice God himself and worship rocks, stupidity, gravity, fate, or nothingness out of sheer cruelty to themselves?"
10,From passions grow opinions; intellectual laziness lets these harden into convictions.
6,It is the privilege of greatness to confer intense happiness with insignificant gifts.
13,"If you buy the why, the how is infinitely bearable"
24,"These small things - nutrition, place, climate, recreation, the whole casuistry of selfishness - are inconceivably more important than everything one has taken to be important so far."
37,The free man is a warrior.
12,Every man has his price. This is not true. But for every man there exists a bait which he cannot resist swallowing.
4,"Our faith in others betrays that we would rather have faith in ourselves. Our longing for a friend is our betrayer. And often with our love we want merely to overcome envy. And often we attack and make ourselves enemies, to conceal that we are vulnerable."
4,The most fundamental form of human stupidity is forgetting what we were trying to do in the first place.
6,"In solitude there grows what anyone brings into it, the inner beast too. Therefore solitude is inadvisable to many."
9,"Two great European narcotics, alcohol and Christianity."
3,"Species do not grow more perfect: the weaker dominate the strong, again and again- the reason being that they are the great majority, and they are also cleverer. Darwin forgot the mind (-that is English!): the weak possess more mind. ... To acquire mind, one must need mind-one loses it when one no longer needs it."
56,"This life as you now live it and have lived it, you will have to live once more and innumerable times more; and there will be nothing new in it, but every pain and every joy and every thought and sigh and everything unutterably small or great in your life will have to return to you, all in the same succession and sequence - even this spider and this moonlight between the trees, and even this moment and I myself. The eternal hourglass of existence is turned upside down again and again, and you with it, speck of dust!"
10,Living in a constant chase after gain compels people to expend their spirit to the point of exhaustion.
6,"In what does the objective measure of value lie? In the quantum of enhanced and organized power alone, in accordance with what occurs in all occurrence, a will to increase."
63,"Consider the cattle, grazing as they pass you by. They do not know what is meant by yesterday or today, they leap about, eat, rest, digest, leap about again, and so from morn till night and from day to day, fettered to the moment and its pleasure or displeasure, and thus neither melancholy nor bored. [...] A human being may well ask an animal: 'Why do you not speak to me of your happiness but only stand and gaze at me?' The animal would like to answer, and say, 'The reason is I always forget what I was going to say' - but then he forgot this answer too, and stayed silent."
50,One repays a teacher badly if one always remains nothing but a pupil.
6,It is far pleasanter to injure and afterwards beg forgiveness than to be injured and grant forgiveness. He who does the former gives evidence of power and afterwards of kindness of character.
6,One never dives into the water to save a drowning man more eagerly than when there are others present who dare not take the risk.
60,Marriage: that I call the will of two to create the one who is more than those who created it.
3,My humanity is a constant self-overcoming.
34,The love of power is the demon of mankind.
9,"Whoever has not two-thirds of his time to himself, is a slave."
8,I love him whose soul is deep even in the wounding
26,"I hate you most because you attract, but are not strong enough to pull me to you."
39,"Did you ever say yes to a pleasure? oh my friends, then you also said yes to all pain. all things are linked, entwined, in love with one another."
5,"There cannot be a God because if there were one, I could not believe that I was not He."
27,That which needs to be proved cannot be worth much.
15,"What really raises one's indignation against suffering is not suffering intrinsically, but the senselessness of suffering"
25,This woman is beautiful and clever: but how much cleverer she would have become if she were not beautiful!
8,"One man runs to his neighbor because he is looking for himself, and another because he wants to loose himself. Your bad love of yourselves makes solitude a prison for you."
8,"If you are too weak to give yourselves your own law, then a tyrant shall lay his yoke upon you and say: ""Obey! Clench your teeth and obey!"" And all good and evil shall be drowned in obedience to him."
7,"Thus strength is afforded by good and thorough customs, thus is learnt the subjection of the individual, and strenuousness of character becomes a birth gift and afterwards is fostered as a habit."
45,We should consider every day lost on which we have not danced at least once.
11,"Once you were apes, yet even now man is more of an ape than any of the apes."
12,To have and to want more that is life.
18,"What do you plan to do in the land of the sleepers? You have been floating in a sea of solitude, and the sea has borne you up. At long last, are you ready for dry land? Are you ready to drag yourself ashore?"
12,"Some die too young, some die too old; the precept sounds strange, but die at the right age."
42,"You lack the courage to be consumed in flames and to become ashes: so you will never become new, and never young again!"
33,"Give me today, for once, the worst throw of your dice, destiny. Today I transmute everything into gold."
21,The lie is a condition of life.
53,He who cannot give anything away cannot feel anything either.
21,"Liberal institutions straightway cease being liberal the moment they are soundly established: Once this is attained, no more grievous and more thorough enemies of freedom exist than liberal institutions."
12,My genius is in my nostrils.
19,"What is good? All that heightens the feeling of power, the will to power, power itself. What is bad? All that is born of weakness. What is happiness? The feeling that power is growing, that resistance is overcome."
232,"Everything in the world displeases me: but, above all, my displeasure in everything displeases me."
18,"The desire to annoy no one, to harm no one, can equally well be the sign of a just as of an anxious disposition."
29,"The broad effects which can be obtained by punishment in man and beast, are the increase of fear, the sharpening of the sense of cunning, the mastery of the desires; so it is that punishment tames man, but does not make him ""better.""."
9,Life is that which must overcome itself again and again
38,"We do not belong to those who only get their thought from books, or at the prompting of books, -- it is our custom to think in the open air, walking, leaping, climbing, or dancing on lonesome mountains by preference, or close to the sea, where even the paths become thoughtful."
16,"Every true faith is infallible. It performs what the believing person hopes to find in it. But it does not offer the least support for the establishing of an objective truth. Here the ways of men divide. If you want to achieve peace of mind and happiness, have faith. If you want to be a disciple of truth, then search."
11,An attack on the roots of passion means an attack on the roots of life.
3,The good four. Honest with ourselves and with whatever is friend to us; courageous toward the enemy; generous toward the vanquished; polite-always that is how the four cardinal virtues want us.
3,A nation that still believes in itself holds fast to its own god.
33,A casual stroll through the lunatic asylum shows that faith does not prove anything.
22,Poets are shameless with their experiences: they exploit them.
3,Whom do you call bad?--Those who always want to induce shame.
3,Sometimes it is harder to accede to a thing than it is to see its truth.
10,"Untroubled, scornful, outrageous - that is how wisdom wants us to be: she is a woman and never loves anyone but a warrior."
