heart_count,quote
44,Congress: America's only true criminal class.
32,There is nothing to be learned from the second kick of a mule.
126,Those who do not read have no advantage over those who cannot read.
568,"Age is an issue of mind over matter. If you don't mind, it doesn't matter."
31,Courage is not the lack of fear. It is acting in spite of it.
70,"The truth hurts, but silence kills."
47,They did not know it was impossible so they did it
106,"In the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. When his cause succeeds, the timid join him, for then it costs nothing to be a patriot."
80,Great things can happen when you don't care who gets the credit.
241,Some people get an education without going to college. The rest get it after they get out.
1507,"Keep away from people who try to belittle your ambitions. Small people always do that, but the really great make you feel that you, too, can become great."
499,"Suppose you were an idiot, and suppose you were a member of Congress; but I repeat myself."
111,"Don't dream your life, but live your dream"
124,A man's character may be learned from the adjectives which he habitually uses in conversation.
278,God created war so that Americans would learn geography.
133,"Courage is resistance to fear, mastery of fear, not absence of fear."
18,"There is no security in life, only opportunity."
256,"Of all God's creatures, there is only one that cannot be made slave of the leash. That one is the cat. If man could be crossed with the cat it would improve the man, but it would deteriorate the cat."
236,Do the right thing. It will gratify some people and astonish the rest.
23,Eat a live frog first thing in the morning and nothing worse will happen to you the rest of the day.
248,If you pick up a starving dog and make him prosperous he will not bite you. This is the principal difference between a dog and man.
190,Good judgement is the result of experience and experience the result of bad judgement.
17,I cannot help but notice that there is no problem between us that cannot be solved by your departure.
516,"The newspaper that obstructs the law on a trivial pretext, for money's sake, is a dangerous enemy to the public weal. That awful power, the public opinion of a nation, is created in America by a horde of ignorant, self-complacent simpletons who failed at ditching and shoemaking and fetched up in journalism on their way to the poorhouse."
15,To be satisfied with what one has; that is wealth.
69,Censorship is telling a man he can't have a steak just because a baby can't chew it.
307,"If we would learn what the human race really is at bottom, we need only observe it in election times."
160,An open mind leaves a chance for someone to drop a worthwhile thought in it.
15,We are all ignorant; just about different things.
68,A little lie can travel half way 'round the world while Truth is still lacing up her boots.
75,"There are basically two types of people. People who accomplish things, and people who claim to have accomplished things. The first group is less crowded."
34,"Most men die at 27, we just bury them at 72."
10,"A Patriot is someone who stands for his country always, and for his government when it is deserved."
143,The best way to cheer yourself up is to try to cheer somebody else up.
168,"I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it."
93,A pessimist is a well-informed optimist.
76,Make your vocation your vacation. That is the secret to success.
7,We like a man to come right out and say what he thinks- if we agree with him.
45,"Behind every successful man, there is a woman - And behind every unsuccessful man, there are two."
84,A gentleman is someone who knows how to play the banjo and doesn't.
17,The inability to forget is far more devastating than the inability to remember.
146,Most people can't bear to sit in church for an hour on Sundays. How are they supposed to live somewhere very similar to it for eternity?
127,"You believe in a book that has talking animals, wizards, witches, demons, sticks turning into snakes, burning bushes, food falling from the sky, people walking on water, and all sorts of magical, absurd and primitive stories, and you say that we are the ones that need help?"
116,"The nation is divided, half patriots and half traitors, and no man can tell which from which."
45,"When the end of the world comes, I want to be in Kentucky, because everything there happens 20 years after it happens anywhere else."
5,"My own luck has been curious all my literary life; I never could tell a lie that anyone would doubt, nor a truth that anybody would believe."
73,Few things are more irritating than when someone who is wrong is also very effective in making his point.
10,I do not wish any reward but to know I have done the right thing.
163,It's no wonder that truth is stranger than fiction. Fiction has to make sense.
20,Those who do not read the news are uninformed. Those who do are misinformed.
100,"A banker is a fellow who lends you his umbrella when the sun is shining, but wants it back the minute it begins to rain."
28,Adam was the luckiest man in the world. He had no mother-in-law.
32,A good lawyer knows the law; a clever one takes the judge to lunch.
27,Do something everyday that you don't want to do; this is the golden rule for acquiring the habit of doing your duty without pain.
17,"Strange a God who mouths Golden Rules and forgiveness, then invented hell; who mouths morals to other people and has none Himself; who frowns upon crimes yet commits them all; who created man without invitation, then tries to shuffle the responsibility for man's acts upon man, instead of honorably placing it where it belongs, upon Himself; and finally with altogether divine obtuseness, invites this poor, abused slave to worship Him!"
142,The secret of getting ahead is getting started
72,"Go to Heaven for the climate, Hell for the company."
24,Data is like garbage.  You'd better know what you are going to do with it before you collect it.
87,Comparison is the death of joy.
54,It ain't what you don't know that gets you into trouble. It's what you know for sure that just ain't so.
8,A sin takes on a new and real terror when there seems a chance that it is going to be found out.
85,Never have a battle of wits with an unarmed person.
9,Begin with the determination to succeed and the work is half done already.
65,"I didn't attend the funeral, but I sent a nice letter saying I approved of it."
206,"The only way to keep your health is to eat what you don't want, drink what you don't like, and do what you'd rather not."
57,Never let the truth get in the way of a good story.
84,Education is what you must acquire without any interference from your schooling.
66,Some people give their problems swimming lessons instead of drowning them.
231,"The trouble is not in dying for a friend, but in finding a friend worth dying for."
55,Worrying is paying interest on a debt you might not even owe.
11,"The difference between those that succeed and those that fail is, those that succeeded tried."
52,"Men are like bank accounts. The more money, the more interest they generate."
3,I wonder if God created man because He was disappointed with the monkey.
16,"When the doctrine of allegiance to party can utterly up-end a man's moral constitution and make a temporary fool of him besides, what excuse are you going to offer for preaching it, teaching it, extending it, perpetuating it? Shall you say, the best good of the country demands allegiance to party? Shall you also say it demands that a man kick his truth and his conscience into the gutter, and become a mouthing lunatic, besides?"
87,The best cure for Christianity is reading the Bible.
21,"I don't like to commit myself about heaven and hell - you see, I have friends in both places."
162,Don't go around saying the world owes you a living. The world owes you nothing. It was here first.
22,"I hate to hear people say this Judge will vote so and so, because he is a Democrat -- and this one so and so because he is a Republican. It is shameful. The Judges have the Constitution for their guidance; they have no right to any politics save the politics of rigid right and justice when they are sitting in judgment upon the great matters that come before them."
19,The secret of making progress is to get started.
48,Additional problems are the offspring of poor solutions.
132,Education: the path from cocky ignorance to miserable uncertainty.
24,"The past does not repeat itself, but it rhymes."
126,Man is a Religious Animal. He is the only Religious Animal. He is the only animal that has the True Religion--several of them. He is the only animal that loves his neighbor as himself and cuts his throat if his theology isn't straight. He has made a graveyard of the globe in trying his honest best to smooth his brother's path to happiness and heaven....The higher animals have no religion. And we are told that they are going to be left out in the Hereafter. I wonder why? It seems questionable taste.
70,Keep away from people who try to belittle your ambitions. Small people always do that but the really great make you feel that you too can become great. When you are seeking to bring big plans to fruition it is important with whom you regularly associate. Hang out with friends who are like-minded and who are also designing purpose-filled lives. Similarly be that kind of a friend for your friends.
21,If you hold a cat by the tail you learn things you cannot learn any other way.
13,"I saw a startling sight today, a politician with his hands in his own pockets."
10,Unused talents gives you no advantage over someone who has no talent at all.
23,"College is a place where a professor's lecture notes go straight to the students' lecture notes, without passing through the brains of either."
45,"Laughter is the greatest weapon we have and we, as humans, use it the least."
23,The worst loneliness is not to be comfortable with yourself.
167,Be careful about reading health books. You may die of a misprint.
61,You can't break a bad habit by throwing it out the window. You've got to walk it slowly down the stairs.
44,When in doubt tell the truth. It will confound your enemies and astound your friends.
32,If Christ were here now there is one thing he would not be — a Christian.
145,"There was never yet an uninteresting life. Such a thing is an impossibility. Inside of the dullest exterior there is a drama, a comedy, and a tragedy."
156,"Heaven is by favor; if it were by merit your dog would go in and you would stay out. Of all the creatures ever made (man) is the most detestable. Of the entire brood, he is the only one... that possesses malice. He is the only creature that inflicts pain for sport, knowing it to be pain."
24,Don't wait the time is never just right.
19,"If you have nothing to say, say nothing."
35,"Get your facts first, then you can distort them as you please."
99,"Everyone is a moon, and has a dark side which he never shows to anybody."
31,"The more things are forbidden, the more popular they become."
33,Some of the worst things in my life never even happened.
238,Never put off till tomorrow what you can do day after tomorrow just as well.
10,How many of you believe in telekinesis? Raise my hand.
7,"As a boy, I once saw a cart of melons that sorely tempted me. I sneaked up to the cart and stole a melon. I went into the alley to devour it, but no sooner had I set my teeth into it, than I paused, a strange feeling coming over me. I came to a quick conclusion. Firmly, I walked up to that cart, replaced the melon - and took a ripe one."
19,There's always something about your success that displeases even your best friends.
78,There is no such thing as a new idea. It is impossible. We simply take a lot of old ideas and put them into a sort of mental kaleidoscope. We give them a turn and they make new and curious combinations. We keep on turning and making new combinations indefinitely; but they are the same old pieces of colored glass that have been in use through all the ages.
123,"But who prays for Satan? Who, in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most?"
82,"So avoid using the word 'very' because it's lazy. A man is not very tired, he is exhausted. Don't use very sad, use morose. Language was invented for one reason, boys - to woo women - and, in that endeavor, laziness will not do. It also won't do in your essays.
What you do today is important, because you are sacrificing a day of your life for it.
Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured."
116,"Travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. Broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime."
19,"A tax is a fine for doing well, a fine is a tax for doing wrong."
40,"Of all the animals, man is the only one that lies."
137,The dog is a gentleman; I hope to go to his heaven not man's.
22,"If you want love and abundance in your life, give it away."
86,Let us live so that when we come to die even the undertaker will be sorry.
16,"Love your enemy, it will scare the hell out of them."
13,"great people are those who make others feel that they, too, can become great."
58,"Stripping away the irrational, the illogical, and the impossible, I am left with atheism.  I can live with that."
59,"A man cannot be comfortable without his own approval. There is nothing more satisfying than that sense of being completely ""at home"" in your own skin. When you achieve that as a natural state of ""being"", then you can finally look beyond yourself and fully contribute all your talents to the world."
88,Apparently there is nothing that cannot happen today.
89,Sacred cows make the best hamburger.
80,"The common eye sees only the outside of things, and judges by that, but the seeing eye pierces through and reads the heart and the soul, finding there capacities which the outside didn't indicate or promise, and which the other kind of eye couldn't detect."
89,"The most interesting information comes from children, for they tell all they know and then stop."
19,Laws control the lesser man... Right conduct controls the greater one.
74,To lodge all power in one party and keep it there is to insure bad government and the sure and gradual deterioration of the public morals.
7,When one has tasted watermelon he knows what the angels eat.
21,"Climate is what we expect, weather is what we get."
108,"When you fish for love, bait with your heart, not your brain."
57,"A marriage...makes of two fractional lives a whole; it gives to two purposeless lives a work, and doubles the strength of each to perform it; it gives to two questioning natures a reason for living, and something to live for; it will give a new gladness to the sunshine, a new fragrance to the flowers, a new beauty to the earth, and a new mystery to life."
99,"Too much of anything is bad, but too much good whiskey is barely enough."
56,"It used to be a good hotel, but that proves nothing - I used to be a good boy."
9,The cost of living hasn't effected its popularity.
110,"Man is the only Patriot. He sets himself apart in his own country, under his own flag, and sneers at the other nations, and keeps multitudinous uniformed assassins on hand at heavy expense to grab slices of other people's countries, and keep them from grabbing slices of his. And in the intervals between campaigns he washes the blood off his hands and works for the universal brotherhood of man - with his mouth."
43,"We teach them to take their patriotism at second-hand; to shout with the largest crowd without examining into the right or wrong of the matter -- exactly as boys under monarchies are taught and have always been taught. We teach them to regard as traitors, and hold in aversion and contempt, such as do not shout with the crowd, and so here in our democracy we are cheering a thing which of all things is most foreign to it and out of place -- the delivery of our political conscience into somebody else's keeping. This is patriotism on the Russian plan."
35,Never tell the truth to people who are not worthy of it.
61,Those that respect the law and love sausage should watch neither being made.
19,It is wiser to find out than to suppose.
49,"Adam was not alone in the Garden of Eden, however, and does not deserve all the credit; much is due to Eve, the first woman, and Satan, the first consultant."
42,The less a man knows the bigger the noise he makes and the higher the salary he commands.
76,You can't depend on your eyes when your imagination is out of focus.
85,"When I was a boy of 14, my father was so ignorant I could hardly stand to have the old man around. But when I got to be 21, I was astonished at how much the old man had learned in seven years."
15,All good things arrive unto them that wait - and don't die in the meantime.
82,"If animals could speak, the dog would be a blundering outspoken fellow; but the cat would have the rare grace of never saying a word too much."
16,The secret to success: find out where people are going and get there first
106,"No man's life, liberty, or property are safe while the legislature is in session."
65,"If there is a God, he is a malign thug."
35,"Enthusiasm is caught, not taught."
16,"If you can't stand solitude, perhaps others find you boring as well."
19,"Both marriage and death ought to be welcome: the one promises happiness, doubtless the other assures it."
33,Nothing that grieves us can be called little: by the eternal laws of proportion a child's loss of a doll and a king's loss of a crown are events of the same size.
24,There are only two types of speakers in the world. 1. The nervous and 2. Liars.
34,There is a charm about the forbidden that makes it unspeakably desirable.
73,"Imagine, if you will, that I am an idiot. Then, imagine that I am also a Congressman. But, alas, I repeat myself."
3,If you're looking for friends when you need them...it's too late.
62,Man was made at the end of the week's work when God was tired.
52,"We are strange beings, we seem to go free, but we go in chains - chains of training, custom, convention, association, environment - in a word, Circumstance, and against these bonds the strongest of us struggle in vain."
83,"When we remember we are all mad, the mysteries disappear and life stands explained."
27,"If a person offends you, and you are in doubt as to whether it was intentional or not, do not resort to extreme measures; simply watch your chance, and hit him with a brick."
29,I can live for two months on a good compliment.
60,"Travel is fatal to prejudice, bigotry, and narrow-mindedness."
24,It is better to deserve honors and not have them than to have them and not deserve them.
13,It is better to give than receive- especially advice.
93,The conviction of the rich that the poor are happier is no more foolish than the conviction of the poor that the rich are.
70,A half-truth is the most cowardly of lies.
92,"So much blood has been shed by the Church because of an omission from the Gospel: “Ye shall be indifferent as to what your neighbor's religion is.” Not merely tolerant of it, but indifferent to it. Divinity is claimed for many religions; but no religion is great enough or divine enough to add that new law to its code."
24,Writing is easy. All you have to do is cross out the wrong words.
14,It's easy to endure adversity -- if it happens to someone else.
15,"When your friends begin to flatter you on how young you look, it's a sure sign you're getting old."
104,"Heaven goes by favor. If it went by merit, you would stay out and your dog would go in."
29,Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.
131,The lack of money is the root of all evil.
98,"Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't."
84,The difference between the right word and the almost right word is the difference between lightning and a lightning bug.
9,Conservatism is the blind and fear-filled worship of dead radicals.
36,"I am always on the side of the revolutionists, because there never was a revolution unless there were some oppressive and intolerable conditions against which to revolute."
62,"Among other common lies, we have the silent lie - the deception which one conveys by simply keeping still and concealing the truth. Many obstinate truth-mongers indulge in this dissipation, imagining that if they speak no lie, they lie not at all."
13,"The right word may be effective, but no word was ever as effective as a rightly timed pause."
37,Progressive improvement beats delayed perfection.
24,When in doubt tell the truth.
109,Forgiveness is the fragrance that the violet sheds on the heel that has crushed it.
70,"One learns peoples through the heart, not the eyes or the intellect."
16,"Adam and Eve had many advantages, but the principal one was that they escaped teething."
7,I shall never use profanity except in discussing house rent and taxes.
11,"The government is merely a servant―merely a temporary servant; it cannot be its prerogative to determine what is right and what is wrong, and decide who is a patriot and who isn't. Its function is to obey orders, not originate them."
15,There is nothing so annoying as to have two people talking when you're busy interrupting.
72,"The best minds will tell you that when a man has begotten a child he is morally bound to tenderly care for it, protect it from hurt, shield it from disease, clothe it, feed it, bear with its waywardness, lay no hand upon it save in kindness and for its own good, and never in any case inflict upon it a wanton cruelty. God's treatment of his earthly children, every day and every night, is the exact opposite of all that, yet those best minds warmly justify these crimes, condone them, excuse them, and indignantly refuse to regard them as crimes at all, when he commits them."
12,"It's easy to make friends, but hard to get rid of them."
15,"Under certain circumstances, profanity provides a relief denied even to prayer."
29,It could probably be shown by facts and figures that there is no distinctly native criminal class except Congress.
57,"It is just like man's vanity and impertinence to call an animal dumb because it is dumb to his dull perceptions. Heaven is by favor; if it were by merit your dog would go in and you would stay out. Of all the creatures ever made he (man) is the most detestable. Of the entire brood, he is the only one...that possesses malice. He is the only creature that inflicts pain for sport, knowing it to be pain. The fact that man knows right from wrong proves his intellectual superiority to the other creatures; but the fact that he can do wrong proves his moral inferiority to any creature that cannot."
35,"Adam was but human—this explains it all. He did not want the apple for the apple's sake, he wanted it only because it was forbidden. The mistake was in not forbidding the serpent; then he would have eaten the serpent."
9,The ability to find solutions to life's challenges is what makes us grow as a person.
5,"It is not worth while to strain one's self to tell the truth to people who habitually discount everything you tell them, whether it is true or isn't."
24,"The history of our race, and each individual’s experience, are sown thick with evidence that a truth is not hard to kill and that a lie told well is immortal."
47,"In religion and politics, people's belief's and convictions are in almost every case gotten at second hand, and without examination"
6,The trouble with most of us is that we know too much that ain't so.
8,"The wise thing is for us diligently to train ourselves to lie thoughtfully, judiciously; to lie with a good object, and not an evil one; to lie for others' advantage, and not our own; to lie healingly, charitably, humanely, not cruelly, hurtfully, maliciously; to lie gracefully and graciously, not awkwardly and clumsily; to lie firmly, frankly, squarely, with head erect, not haltingly, tortuously, with pusillanimous mien, as being ashamed of our high calling."
35,"There are lies, damned lies and statistics."
14,I've never let my school interfere with my education.
17,Everything has its limit - iron ore cannot be educated into gold.
63,"Courage is not the absence of fear, but the mastery of it."
5,"But it was ever thus, all through my life: whenever I have diverged from custom and principle and uttered a truth, the rule has been that the hearer hadn't strength of mind enough to believe it."
15,"Until I came to New Mexico, I never realized how much beauty water adds to a river."
78,"When a man loves cats, I am his friend and comrade, without further introduction."
19,"When angry, count to four; when very angry, swear."
15,No real gentleman will tell the naked truth in the presence of ladies.
12,"I've lived through some terrible things in my life, some of which actually happened."
90,"It's not the size of the dog in the fight, it's the size of the fight in the dog."
23,Work and play are words used to describe the same thing under differing conditions.
115,Clothes make the man. Naked people have little or no influence on society.
65,I have found out that there ain't no surer way to find out whether you like people or hate them than to travel with them.
70,It's good sportsmanship to not pick up lost golf balls while they are still rolling.
12,"We love old travelers: we love to hear them prate, drivel and lie; we love them for their asinine vanity, their ability to bore, their luxuriant fertility of imagination, their startling, brilliant, overwhelming mendacity."
8,"All the territorial possessions of all the political establishments in the earth--including America, of course-- consist of pilferings from other people's wash. No tribe, howsoever insignificant, and no nation, howsoever mighty occupies a foot of land that was not stolen."
7,"I could never learn to like her, except on a raft at sea with no other provisions in sight."
3,"Life ain't about how fast you run or how high you climb, It's all about how good you bounce. A man cannot be comfortable without his own approval."
8,"Loyalty is a word which has worked vast harm; for it has been made to trick men into being ""loyal"" to a thousand iniquities, whereas the true loyalty should have been to themselves - in which case there would have ensured a rebellion, and the throwing off of that deceptive yoke."
145,Wrinkles should merely indicate where smiles have been.
31,"The Bible has noble poetry in it... and some good morals and a wealth of obscenity, and upwards of a thousand lies."
40,"I notice that you use plain, simple language, short words and brief sentences. That is the way to write English - it is the modern way and the best way. Stick to it; don't let fluff and flowers and verbosity creep in."
11,Total abstinence is so excellent a thing that it cannot be carried to too great an extent. In my passion for it I even carry it so far as to totally abstain from total abstinence itself.
9,"But who prays for Satan? Who in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most, our one fellow and brother who most needed a friend yet had not a single one, the one sinner among us all who had the highest and clearest right to every Christian's daily and nightly prayers, for the plain and unassailable reason that his was the first and greatest need, he being among sinners the supremest?"
36,"It takes your enemy and your friend, working together, to hurt you to the heart: the one to slander you and the other to get the news to you."
65,A person with a new idea is a crank until the idea succeeds.
23,"Explaining humor is a lot like dissecting a frog, you learn a lot in the process, but in the end you kill it."
12,A round man cannot be expected to fit in a square hole right away. He must have time to modify his shape.
5,"It was a splendid population - for all the slow, sleepy, sluggish-brained sloths stayed at home - you never find that sort of people among pioneers - you cannot build pioneers out of that sort of material. It was that population that gave to California a name for getting up astounding enterprises and rushing them through with a magnificent dash and daring and a recklessness of cost or consequences, which she bears unto this day - and when she projects a new surprise the grave world smiles as usual and says, ""Well, that is California all over."
17,A discriminating irreverence is the creator and protector of human liberty.
9,"Ideally a book would have no order to it, and the reader would have to discover his own."
41,Honesty: The best of all the lost arts.
20,Reality can be beaten with enough imagination.
18,"If you want me to give you a two-hour presentation, I am ready today. If you want only a five-minute speech, it will take me two weeks to prepare."
42,Nature knows no indecencies; man invents them.
86,"Unconsciously we all have a standard by which we measure other men, and if we examine closely we find that this standard is a very simple one, and is this: we admire them, we envy them, for great qualities we ourselves lack. Hero worship consists in just that. Our heroes are men who do things which we recognize, with regret, and sometimes with a secret shame, that we cannot do. We find not much in ourselves to admire, we are always privately wanting to be like somebody else. If everybody was satisfied with himself, there would be no heroes."
20,The only difference between a tax man and a taxidermist is that the taxidermist leaves the skin.
12,"Never refuse to do a kindness unless the act would work great injury to yourself, and never refuse to take a drink - under any circumstances."
44,A circle is a round straight line with a hole in the middle.
18,Love heightens all senses - except the common.
14,"There are many humorous things in the world; among them, the white man's notion that he is less savage than the other savages."
18,A little starvation can really do more for the average sick man than can the best medicines and the best doctors.
13,I have been complimented many times and they always embarrass me; I always feel that they have not said enough.
41,"Does the human being reason? No; he thinks, muses, reflects, but does not reason...that is, in the two things which are the peculiar domain of the heart, not the mind, politics and religion. He doesn't want to know the other side. He wants arguments and statistics for his own side, and nothing more."
13,Denial ain't just a river in Egypt.
75,"I simply can´t resist a cat, particularly a purring one. They are the cleanest, cunningest, and most intelligent things I know, outside of the girl you love, of course."
6,"To trust the God of the Bible is to trust an irascible, vindictive, fierce and ever fickle and changeful master."
84,"In the first place, God made idiots. That was for practice. Then he made school boards."
15,The easy confidence with which I know another man's religion is folly teaches me to suspect that my own is also.
17,"The trouble ain't that there is too many fools, but that the lightning ain't distributed right."
32,A person who won't read has no advantage over one who can't read.
22,Patriot: the person who can holler the loudest without knowing what he is hollering about.
8,Obscurity and a competence—that is the life that is best worth living.
13,So I became a newspaperman. I hated to do it but I couldnt find honest employment.
6,Always tell the truth; then you don't have to remember anything
70,"I have no race prejudices, and I think I have no color prejudices or caste prejudices nor creed prejudices. Indeed I know it. I can stand any society. All that I care to know is that a man is a human being-that is enough for me; he can't be any worse."
81,"In religion and politics people’s beliefs and convictions are in almost every case gotten at second-hand, and without examination, from authorities who have not themselves examined the questions at issue but have taken them at second-hand from other non-examiners, whose opinions about them were not worth a brass farthing."
9,A few fly bites cannot stop a spirited horse.
47,"All men have heard of the Mormon Bible, but few except the ""elect"" have seen it, or, at least, taken the trouble to read it. I brought away a copy from Salt Lake. The book is a curiosity to me, it is such a pretentious affair, and yet so ""slow,"" so sleepy; such an insipid mess of inspiration. It is chloroform in print. If Joseph Smith composed this book, the act was a miracle — keeping awake while he did it was, at any rate."
5,A German joke is no laughing matter.
27,"All men are ignorant, just on different subjects."
20,Of the delights of this world man cares most for sexual intercourse.
3,"Each of you, for himself, by himself and on his own responsibility, must speak."
24,Be good and you will be lonely.
9,"The more you explain it, the more I don't understand it."
43,"There is one notable thing about our Christianity: bad, bloody, merciless, money-grabbing and predatory as it is - in our country particularly, and in all other Christian countries in a somewhat modified degree - it is still a hundred times better than the Christianity of the Bible, with its prodigious crime- the invention of Hell."
54,Loyalty to the country always. Loyalty to the government when it deserves it.
35,What is Man? Man is a noisome bacillus whom Our Heavenly Father created because he was disappointed in the monkey.
34,"It ain't those parts of the Bible that I can't understand that bother me, it is the parts that I do understand."
68,The fact that man knows right from wrong proves his intellectual superiority to the other creatures; but the fact that he can do wrong proves his moral inferiority to any creatures that cannot.
27,"You can have brilliant ideas, but if you can't get them across, your ideas won't get you anywhere. Lee Iacocca

Love is the irresistible desire to be irresistibly desired."
6,"It was a place of sin, loose women, whiskey and gambling. It was no place for a good Presbyterian, and I did not long remain one."
16,A conspiracy is nothing but a secret agreement of a number of men for the pursuance of policies which they dare not admit in public
38,The first of April is the day we remember what we are the other 364 days of the year.
88,"It is by the goodness of God that in our country we have those three unspeakably precious things: freedom of speech, freedom of conscience, and the prudence never to practice either of them."
23,"Last week, I stated this woman was the ugliest woman I had ever seen. I have since been visited by her sister, and now wish to withdraw that statement."
114,Honesty is the best policy - when there is money in it.
10,"It is a mistake that there is no bath that will cure people's manners, but drowning would help."
26,Why do you sit there looking like an envelope without any address on it?
18,"The good Lord didn't create anything without a purpose, but the fly comes close."
69,Let us be thankful for the fools. But for them the rest of us could not succeed.
20,"He is useless on top of the ground; he ought to be under it, inspiring the cabbages."
18,"Supposing is good, but finding out is better."
4,"If you have to swallow a frog, don't stare at it too long."
12,"If we learned to walk and talk the way we learn to read and write, everyone would limp and stutter."
74,You can go to heaven if you want. I'd rather stay in Bermuda.
49,"Each man must for himself alone decide what is right and what is wrong, which course is patriotic and which isn't. You cannot shirk this and be a man. To decide against your conviction is to be an unqualified and excusable traitor, both to yourself and to your 
country, let men label you as they may."
9,"To arrive at a just estimate of a renowned man's character one must judge it by the standards of his time, not ours."
12,"I didn't have time to write a short letter, so I wrote a long one instead."
27,"When a teacher calls a boy by his entire name, it means trouble."
9,Patriotism is usually the refuge of the scoundrel. He is the man who talks the loudest.
12,"God was left out of the Constitution, but was furnished a front seat in this nations currency. (""In God we Trust"") is a lie, this nations trust has always been with the dollar."
7,"Habit is habit and not to be flung out of the window by any man, but coaxed downstairs a step at a time. You cannot eliminate habits that no longer serve you. You can only replace them with new habits that support your goals. Moment by moment, you need to live with awareness and structure the habits that you include or exclude in your days."
24,Travel is lethal to prejudice.
55,"I thoroughly disapprove of duels. If a man should challenge me, I would take him kindly and forgivingly by the hand and lead him to a quiet place and kill him."
28,"Fame is a vapor, popularity an accident; the only earthly certainty is oblivion."
25,It is noble to teach oneself; it is still nobler to teach others.
105,Cauliflower is nothing but cabbage with a college education.
